"name","id.viaf","id.wiki","id.oape"
"ب","NA","NA","3530"
"ب ب","NA","NA","1342"
"ب م زراف سافينياك","NA","NA","1343"
"ب ن","NA","NA","1344"
"باترو باولي","NA","NA","4122"
"باتسون","NA","NA","1345"
"باج الدين السبكي","NA","NA","3531"
"باحث دمشقي","NA","NA","1346"
"باحث عصري","NA","NA","1347"
"باحثة البادية","NA","NA","3532"
"باسكال","NA","NA","3533"
"باكون","NA","NA","86"
"بايزيد الثاني","NA","NA","3312"
"ببار كيك","NA","NA","1348"
"بباوي غالي","NA","NA","1349"
"بتري الاثري","NA","NA","1350"
"بحاث دمشقي","NA","NA","1351"
"بخنر","NA","NA","1352"
"بدائع نكار","NA","NA","3534"
"بدج","NA","NA","1353"
"بدر الدين النعساني","NA","NA","3535"
"بدري فركوح","NA","NA","1354"
"بدوي عراقي","NA","NA","1355"
"بديع برباري","NA","NA","1356"
"برغسن","NA","NA","1357"
"برنابا","NA","NA","1358"
"برنارد بالسي","NA","NA","1359"
"برودون","NA","NA","87"
"برون سيكار","NA","NA","1360"
"برونت","NA","NA","1361"
"برونك من ستراسبورغ","NA","NA","3536"
"برونو","NA","NA","3537"
"بريس","NA","NA","1362"
"بسكال","NA","NA","1363"
"بسمارك","NA","NA","4237"
"بشارة الاخطل الصغير","NA","NA","1366"
"بشارة الخوري","NA","NA","1365"
"بشارة خليل","NA","NA","1367"
"بشارة منسي","NA","NA","1368"
"بشاره شمالي","NA","NA","1369"
"بشاي فام","NA","NA","1370"
"بشر بن علي النصراني","NA","NA","3538"
"بشور بشور","NA","NA","1371"
"بشير","NA","NA","3539"
"بطرس","NA","NA","1373"
"بطرس داغر","NA","NA","3540"
"بطرس حبيقة","NA","NA","1372"
"بطرس دي فراجيل اليسوعي","NA","NA","1374"
"بطرس سارة","NA","NA","1375"
"بطرس شبلي الدفوني","NA","NA","1376"
"بطرس صفير","NA","NA","1377"
"بطرس عزو الكلداني البغدادي","NA","NA","1378"
"بطرس عزيز الكلداني","NA","NA","1379"
"بطرس عقل الماروني","NA","NA","1380"
"بطرس غالي","NA","NA","1381"
"بطرس كرامة","NA","NA","1382"
"بطرس كيك","NA","NA","1383"
"بطرس مبارك","NA","NA","1384"
"بطرس نصري الكلداني","NA","NA","1385"
"بعض الافاضل","NA","NA","3541"
"بعيث الخضري البغدادي","NA","NA","1386"
"بكري","NA","NA","3542"
"بل","NA","NA","1387"
"بلمب","NA","NA","1388"
"بلنزار ملكونيان","NA","NA","1389"
"بلو","NA","NA","88"
"بلوتارك","NA","NA","3543"
"بلونشلي","NA","NA","89"
"بنتام","NA","NA","3544"
"بندلي صليبا الجوزي","NA","NA","1390"
"بنشنج","NA","NA","1391"
"بنيامين باكر","NA","NA","1392"
"بنيامين فرنكلين","NA","NA","1393"
"بورتر","NA","NA","1394"
"بوريار الحلبي الفرنسيسكاني","NA","NA","1395"
"بورياريجي","NA","NA","3546"
"بوست","NA","NA","90"
"بوسويه","NA","NA","3547"
"بول دومر","NA","NA","3548"
"بول غوتنر","NA","NA","4205"
"بول كوتنر","NA","NA","3549"
"بول هوفلين","NA","NA","1396"
"بولس الانطاكي","NA","NA","1397"
"بولس الراهب الانطاكي","NA","NA","1399"
"بولس النسطاوي","NA","NA","1400"
"بولس بوفيه لابيار اليسوعي","NA","NA","1401"
"بولس بيترس","NA","NA","1402"
"بولس جوون اليسوعي","NA","NA","1403"
"بولس زوين","NA","NA","3550"
"بولس سلمان","NA","NA","1404"
"بولس شحادة","NA","NA","1405"
"بولس شوقي","NA","NA","1406"
"بولس صوما","NA","NA","1407"
"بولس عريس الارمني الكاثوليكي","NA","NA","1409"
"بولس عزيز","NA","NA","1410"
"بولس ماترن اليسوعي","NA","NA","1411"
"بولس مسعد الحلبي","NA","NA","1412"
"بولس مصوبع","NA","NA","1413"
"بولس موترد اليسوعي","NA","NA","1414"
"بولس هويس","NA","NA","1416"
"بومبئ ش ا ج","NA","NA","3551"
"بيار ميل","NA","NA","1417"
"بيرل","NA","NA","1418"
"بيرلينك اليسوعي","NA","NA","1419"
"بيروني","NA","NA","3552"
"بيكسنسفيلد","NA","NA","1420"
"بيلي","NA","NA","91"
"بيوس العاشر","NA","NA","1421"
"تاج الدين ابي نصر عبد الوهاب ابن تقي الدين السبكي","NA","NA","3553"
"تاج الدين البغدادي","NA","NA","3554"
"تامر صلاط","NA","NA","1422"
"ترنر","NA","NA","1424"
"تروتر","NA","NA","1425"
"تشارلس بارستس","NA","NA","1426"
"تشارلس دارون","NA","NA","1427"
"تشارلس سوبر","NA","NA","1428"
"تشارلس فان هيس","NA","NA","1429"
"تشارلسن ولسن","NA","NA","1430"
"تشنغ كي تونغ","NA","NA","1431"
"تقي الدين","NA","NA","3555"
"تلميذة من دمشق","NA","NA","3556"
"توفيق اسكاريوس","NA","NA","1432"
"توفيق الياس انجيل","NA","NA","1433"
"توفيق بشارة","NA","NA","1434"
"توفيق بلاغي","NA","NA","1435"
"توفيق جرير يني","NA","NA","1437"
"توفيق حبيب","NA","NA","1438"
"توفيق زيبق","NA","NA","1439"
"توفيق سلهب","NA","NA","1440"
"توفيق صوصة","NA","NA","1441"
"توفيق عزوز","NA","NA","4124"
"توفيق فرح","NA","NA","1442"
"توفيق مفرج","NA","NA","1443"
"تولتسوي","NA","NA","3558"
"تولوز نشرت","NA","NA","1444"
"توما البودي","NA","NA","1446"
"توما ايوب السرياني الحلبي","NA","NA","1445"
"توما كيال","NA","NA","1447"
"توما هودنش","NA","NA","1448"
"توماس كارليل","NA","NA","3559"
"توماس هود","NA","NA","1449"
"تونجي خانكدي امبراطور الصين","NA","NA","3560"
"تيموثاوس جق الباسيلي","NA","NA","1450"
"تيمور لنك","NA","NA","3561"
"تيمورلنك","NA","NA","3562"
"تينوس","NA","NA","3563"
"تيودور مومسان","NA","NA","3564"
"تيودوروس","NA","NA","1451"
"تيوفيل براغا","NA","NA","3565"
"ثابت سيدهم","NA","NA","1452"
"ثاودورس ابي قرة","NA","NA","1453"
"ج","NA","NA","3566"
"ج ب","NA","NA","1455"
"ج ز","NA","NA","1456"
"ج س","NA","NA","1457"
"ج ص","NA","NA","1458"
"ج عون ابي عرب","NA","NA","1461"
"ج ق","NA","NA","1459"
"ج ي","NA","NA","1460"
"جاد فهد","NA","NA","1462"
"جاسم الثاني","NA","NA","1463"
"جاك امبو","NA","NA","1464"
"جاك لوب","NA","NA","1465"
"جاك هرنو اليسوعي","NA","NA","1466"
"جان باريزو","NA","NA","1467"
"جان بهلوان","NA","NA","1468"
"جان جلوان البغدادي","NA","NA","1469"
"جان دارك","NA","NA","3567"
"جان دريفوس","NA","NA","1470"
"جانت","NA","NA","3569"
"جبرائيل عساف","NA","NA","3570"
"جبرائيل الدلال","NA","NA","4125"
"جبرائيل بولاد","NA","NA","1472"
"جبرائيل رزق مرهج","NA","NA","1473"
"جبرائيل سيايل","NA","NA","4269"
"جبرائيل عبد الله الخوري","NA","NA","1474"
"جبرائيل قرداحي","NA","NA","1475"
"جبرائيل كبرلوس","NA","NA","1476"
"جبرائيل لوفنك اليسوعي","NA","NA","1477"
"جبرائيل مجلي","NA","NA","1478"
"جبران خليل جبران","NA","NA","1479"
"جبران مسوح","NA","NA","4126"
"جبرة تاوضوروس","NA","NA","1480"
"جحدر","NA","NA","3571"
"جدعون الوسي","NA","NA","1481"
"جدي","NA","NA","3572"
"جرجري يني","NA","NA","3573"
"جرجس الخوري المقدسي","NA","NA","3574"
"جرجس الخوري","NA","NA","1483"
"جرجس السبعلاني","NA","NA","1484"
"جرجس الياس","NA","NA","1482"
"جرجس باسيلي عطا الله","NA","NA","1485"
"جرجس بطرس التهشراني","NA","NA","1486"
"جرجس بهنا","NA","NA","1487"
"جرجس تريبولة اليسوعي","NA","NA","1488"
"جرجس حاوي","NA","NA","1489"
"جرجس حنين","NA","NA","1490"
"جرجس خولي","NA","NA","1491"
"جرجس روفائيل","NA","NA","1493"
"جرجس زنانيري","NA","NA","1494"
"جرجس شلحت الحلبي","NA","NA","1495"
"جرجس صفا","NA","NA","1496"
"جرجس طنوس","NA","NA","1497"
"جرجس عبد الملك","NA","NA","1498"
"جرجس عطا الله","NA","NA","1499"
"جرجس فيلوثاوس عوض","NA","NA","1500"
"جرجس كراف","NA","NA","1501"
"جرجس منش","NA","NA","1502"
"جرجس ميخائيل","NA","NA","1503"
"جرجس ميخائيل نحاس","NA","NA","4127"
"جرجي الياس نور","NA","NA","1505"
"جرجي ديمتري سرسق","NA","NA","3575"
"جرجي بني","NA","NA","3576"
"جرجي جرجور ماردين","NA","NA","1506"
"جرجي صابونجي","NA","NA","1508"
"جرجي صبحي","NA","NA","1509"
"جرجي عبد النور","NA","NA","1510"
"جرجي مرقس الدمشقي","NA","NA","1512"
"جرجي نخلة سعد","NA","NA","1513"
"جرس سان جرمان","NA","NA","3578"
"جرمانوس معقد","NA","NA","1517"
"جعبر بن مالك","NA","NA","3579"
"جعفر الحلي","NA","NA","1518"
"جعفر بن احمد الخزاعي الغرناطي","NA","NA","4288"
"جعفر بن شمس الخلافة","NA","NA","3580"
"جعفر بن علي بن عم ابي جعفر المنصور","NA","NA","93"
"جفرسون","NA","NA","3581"
"جلال الدين","NA","NA","3582"
"جلال الدين السيوطي","NA","NA","1519"
"جلالة امبراطور المانيا","NA","NA","4238"
"جلبرت جروزفنر","NA","NA","1520"
"جلبي زاده سعيد محمد (باشا)","NA","NA","3583"
"جلبي سامري","NA","NA","1521"
"جليل ايراني","NA","NA","1522"
"جمال الدين الخطيب","NA","NA","3585"
"جمال الدين ابي عبد الله محمد الكتبي الملقب بالوطواط","NA","NA","3584"
"جميل بن نخله المدور","NA","NA","4129"
"جميل الشطي","NA","NA","3586"
"جميل بطرس","NA","NA","94"
"جميل الزهاوي","NA","NA","3587"
"جميل","NA","NA","3588"
"جميل","NA","NA","3589"
"جميل زهاوي","NA","NA","1525"
"جميل فاخوري","NA","NA","1526"
"جميل مدور","NA","NA","1527"
"جميل مسوح","NA","NA","4130"
"جميل ميخائيل مدور","NA","NA","1529"
"جميلة خانم حافظ","NA","NA","3590"
"جميلة كفروني","NA","NA","1531"
"جهم بن خلف","NA","NA","3591"
"جواد مرتضى الحسيني","NA","NA","1533"
"جودت","NA","NA","3592"
"جورج الكندرجي","NA","NA","1534"
"جورج بوست","NA","NA","1535"
"جورج دارون","NA","NA","1536"
"جورج ساند","NA","NA","3593"
"جورج سمان","NA","NA","1537"
"جورج قصيري","NA","NA","1538"
"جورج كاتسنليس","NA","NA","1539"
"جورج كوكس","NA","NA","1540"
"جورج نور","NA","NA","1541"
"جورج وست","NA","NA","1542"
"جوزبي فردي","NA","NA","1543"
"جوزف طمسن","NA","NA","1544"
"جوزفين","NA","NA","1545"
"جوزيف دهان","NA","NA","1546"
"جوزيف لستر","NA","NA","1547"
"جول روفيه","NA","NA","1549"
"جول كتسفليس","NA","NA","1550"
"جون بيلنغس","NA","NA","1552"
"جون دافيس","NA","NA","1553"
"جون لبوك","NA","NA","1554"
"جون مري","NA","NA","1555"
"جونسون","NA","NA","95"
"جيراردين","NA","NA","1556"
"جيمس انس","NA","NA","1557"
"ح ع","NA","NA","1558"
"ح يوسف سيف الدين","NA","NA","3594"
"حاتم الطائي","NA","NA","1559"
"حارث بن عمرو الحفني","NA","NA","3595"
"حاصد","NA","NA","1560"
"حافظ ابن حدر","NA","NA","3596"
"حافظ صدقي","NA","NA","4131"
"حافظ عبد الرحمن الهندي","NA","NA","1561"
"حافظ عبد المالك","NA","NA","1562"
"حامد","NA","NA","1563"
"حبيب شيحة","NA","NA","3597"
"حبيب اسطفان","NA","NA","1564"
"حبيب الدرعوني","NA","NA","1565"
"حبيب الرحمن الشرواني","NA","NA","1566"
"حبيب الزيات","NA","NA","1567"
"حبيب الشيرازي","NA","NA","1568"
"حبيب الله بهاء","NA","NA","1569"
"حبيب برهوم","NA","NA","4132"
"حبيب بنوت","NA","NA","1570"
"حبيب درعوني","NA","NA","1572"
"حبيب شيحا البغدادي","NA","NA","1573"
"حبيب صائع","NA","NA","1574"
"حبيب طبجي","NA","NA","1575"
"حبيب غزالة","NA","NA","1576"
"حبيب فارس","NA","NA","1577"
"حبيب فريحة البشعلاني","NA","NA","1578"
"حبيب مغنية","NA","NA","1579"
"حبيب يوسف مشحور","NA","NA","1580"
"حسان بن تبع","NA","NA","3598"
"حسن بن علوي بن شهاد الدين","NA","NA","4133"
"حسن توفيق","NA","NA","3599"
"حسن احمد كمال","NA","NA","1581"
"حسن احمد منصور","NA","NA","1582"
"حسن الاسير","NA","NA","1583"
"حسن الشريف","NA","NA","1584"
"حسن الطويل","NA","NA","3600"
"حسن توفيق","NA","NA","3601"
"حسن حسني الطويراني","NA","NA","3602"
"حسن حسني","NA","NA","3603"
"حسن حوماني","NA","NA","1586"
"حسن ذهني","NA","NA","1587"
"حسن رشدي","NA","NA","1588"
"حسن شاكر","NA","NA","1589"
"حسن صبحي","NA","NA","1590"
"حسن صديق","NA","NA","1591"
"حسن عبد الهادي","NA","NA","3604"
"حسن كمال","NA","NA","3605"
"حسن نصار","NA","NA","1592"
"حسن واصف","NA","NA","1593"
"حسني مصباح فتحله","NA","NA","4134"
"حسون","NA","NA","1595"
"حسيب غبريل","NA","NA","1596"
"حسين الجسر","NA","NA","3606"
"حسين الجر الطرابلسي","NA","NA","1597"
"حسين الحبال","NA","NA","4228"
"حسين الهراوي طبيب","NA","NA","1598"
"حسين بن معز الدين النجفي","NA","NA","1599"
"حسين جاهد","NA","NA","3608"
"حسين دانش","NA","NA","3609"
"حسين سعد الدين","NA","NA","3610"
"حسين سليمان","NA","NA","1600"
"حسين عبد الفتاح","NA","NA","1601"
"حسين كاظم","NA","NA","3611"
"حسين لبيب","NA","NA","1602"
"حسين محمد الجمل","NA","NA","1603"
"حسين محيي الدين حبال","NA","NA","4135"
"حسين هاشم ابن الشريف عبد القاد","NA","NA","3613"
"حسين وصفي رضا","NA","NA","1604"
"حضرة الرافعي","NA","NA","3615"
"حفني ناصف","NA","NA","4011"
"حقي ناصف","NA","NA","3616"
"حكمت شريف","NA","NA","1607"
"حلمي المصري","NA","NA","1608"
"حليم حلمي","NA","NA","1612"
"حماد بن محمد بن احمد الباعولي","NA","NA","1614"
"حمد الجاسر","NA","NA","4136"
"حمدان بن عبد الرحيم","NA","NA","3617"
"حموده عبده المحامي","NA","NA","3618"
"حموده عبده","NA","NA","1615"
"حنا الخباز","NA","NA","1617"
"حنا انطون جرجس","NA","NA","1616"
"حنا جرداق","NA","NA","1618"
"حنا خباز","NA","NA","1619"
"حنا رعد","NA","NA","1620"
"حنا صاوه","NA","NA","1621"
"حنا طنوس","NA","NA","1622"
"حنا مخائيل","NA","NA","1623"
"حنا ميخا الرسام","NA","NA","1624"
"حنفي ناصف","NA","NA","4012"
"حنيفة","NA","NA","3619"
"حنيفة الدينوري","NA","NA","1625"
"حنين بن اسحاق العبادي","NA","NA","1626"
"حنين بن اسحق","NA","NA","1627"
"حورية علي","NA","NA","1629"
"حيان بن ابجر","NA","NA","97"
"حيدر الحلي","NA","NA","1630"
"حيدر رشدي","NA","NA","3620"
"حيدر علي","NA","NA","1631"
"خ ع","NA","NA","1633"
"خادم الانسانية","NA","NA","1634"
"خالد الكاتب","NA","NA","3621"
"خالد الكاتب ابن يزيد","NA","NA","3622"
"خالد الكاظم","NA","NA","98"
"خالد ضيا","NA","NA","4229"
"ذكاء","NA","NA","4251"
"ذكاء","NA","NA","3623"
"خطار ثابت","NA","NA","1635"
"خطبة للاستاذ بروردل","NA","NA","1636"
"خطبة للاستاذ وليم غولند","NA","NA","1637"
"خطيب البغدادي","NA","NA","3624"
"خلاصة خطبة للاستاذ مكتاب الاميركي","NA","NA","1638"
"خليل","NA","NA","1639"
"خليل بن ميخائيل البدوي","NA","NA","4138"
"خليل زينية","NA","NA","99"
"خليل ابراهيم","NA","NA","1641"
"خليل ابي سعد","NA","NA","1640"
"خليل اده اليسوعي","NA","NA","1642"
"خليل زينيه","NA","NA","4137"
"خليل سركيس","NA","NA","3625"
"خليل الجاويش","NA","NA","1643"
"خليل السكاكيني","NA","NA","1645"
"خليل بيدس","NA","NA","1648"
"خليل ثابت","NA","NA","1649"
"خليل حبيب دواد","NA","NA","1650"
"خليل حنا","NA","NA","1651"
"خليل رفعت الحوراني","NA","NA","3626"
"خليل زينيه","NA","NA","4139"
"خليل سعداة","NA","NA","3627"
"خليل شاول","NA","NA","1654"
"خليل شيبوب","NA","NA","1655"
"خليل طوطح","NA","NA","1656"
"خليل غانم","NA","NA","1657"
"خليل فؤاد","NA","NA","1658"
"خليل فتال","NA","NA","1659"
"خليل فكاك","NA","NA","1660"
"خليل مردم","NA","NA","1661"
"خليل هاشم","NA","NA","1662"
"خليل يعقوب الخوري","NA","NA","1663"
"خوجه زاده فخر الدين العينتابي","NA","NA","3628"
"خير الدين التونسي","NA","NA","3629"
"خير الدين التونسي","NA","NA","4226"
"خير الله خير الله","NA","NA","3630"
"خير الله خير الله","NA","NA","1664"
"د د اليسوعي","NA","NA","1665"
"داستر","NA","NA","1667"
"دافرانش هويه","NA","NA","3631"
"دافيد يارحي","NA","NA","1668"
"دانيال سرور","NA","NA","1669"
"داود ابو شعر","NA","NA","1670"
"داود الدادا","NA","NA","1671"
"داود السعدي","NA","NA","1672"
"داود الظاهري","NA","NA","3632"
"داود بركات","NA","NA","1673"
"داود يوسفاني","NA","NA","3633"
"داود تمبلي الصليبي","NA","NA","1674"
"داود ستار جوردان","NA","NA","1675"
"داود صلبو الكلداني","NA","NA","1676"
"داود عمون","NA","NA","1677"
"داود مجاعص","NA","NA","1678"
"داود مهرمان","NA","NA","3634"
"داود نحول الصيدلاني","NA","NA","1679"
"داوود سليم ب ع","NA","NA","1680"
"داويد تريتش","NA","NA","4219"
"دبر نرسيس صائغيان البغدادي","NA","NA","1681"
"دجنوياك","NA","NA","1682"
"درويش هيما الارناؤودي","NA","NA","3635"
"درويش مصطفى","NA","NA","4140"
"دغلس غلتون","NA","NA","1683"
"دلاور سلمان","NA","NA","1684"
"دمانسكي","NA","NA","3636"
"دموازيل روزا انطون","NA","NA","1685"
"دنجر","NA","NA","1686"
"ده فريجيل اليسوعي","NA","NA","1687"
"دواد بركات","NA","NA","1688"
"دور","NA","NA","1689"
"دوصن الجيولوجي","NA","NA","1690"
"دومال ابن لويز فيليب","NA","NA","3637"
"دومنسين","NA","NA","3638"
"دون يوحنا مرنا","NA","NA","1691"
"دي كوي","NA","NA","3639"
"دي لاروه اليسوعي","NA","NA","1692"
"ديت الاميركي","NA","NA","1693"
"ديدكس سنان الحلبي الفرنسيسي","NA","NA","1694"
"دير نرسيس صائغيان","NA","NA","1695"
"ديس بكورث","NA","NA","1696"
"ديمتري خلاط","NA","NA","1697"
"ديمتري قندلفت","NA","NA","3640"
"ديمتري نجار","NA","NA","1698"
"ديمولانس","NA","NA","3641"
"ديوك اركيل","NA","NA","1699"
"ديونيس لنش اليسوعي","NA","NA","1700"
"ر ب","NA","NA","1701"
"ر س اليسوعي","NA","NA","1702"
"ر سكوت","NA","NA","1703"
"ر ش اليسوعي","NA","NA","1708"
"ر ق","NA","NA","3642"
"ر م","NA","NA","1704"
"ر ن","NA","NA","1705"
"ر ي","NA","NA","1706"
"ر يلبون","NA","NA","1707"
"ر. ب.","NA","NA","100"
"رئيس التحرير","NA","NA","1709"
"راؤول ديريب اليسوعي","NA","NA","1710"
"رائف","NA","NA","3643"
"رافائيل جبرى السرياني","NA","NA","1712"
"رامون غويتراس","NA","NA","1713"
"راي لنكستر","NA","NA","1714"
"رتجر","NA","NA","1715"
"رجينلد ونجت","NA","NA","1716"
"رحمة صروف","NA","NA","1717"
"رديرد كبلنج","NA","NA","1718"
"رزق الله البرباري","NA","NA","1719"
"رزق الله فتح الله عرمان","NA","NA","1722"
"رزق الله نعمة الله عبود","NA","NA","1724"
"رزق الله حداد","NA","NA","1720"
"رزق الله حسون","NA","NA","3644"
"رزق الله غنيمة البغدادي","NA","NA","1721"
"رزق الله منقريوس الصدفي","NA","NA","1723"
"رسول مستي","NA","NA","1726"
"رشدي الحكيم","NA","NA","1727"
"رشدي الخوري","NA","NA","1728"
"رشيد بقدونس","NA","NA","3645"
"رشيد حداد","NA","NA","3646"
"رشيد سليم الشاعر القروي","NA","NA","1731"
"رشيد شميل","NA","NA","4141"
"رشيد عليوان","NA","NA","3649"
"رشيد مصوبع","NA","NA","1733"
"رشيد نخلة","NA","NA","1734"
"رضا","NA","NA","1735"
"رضا الدين بن فخر الدين","NA","NA","1736"
"رضاء الدين بن فخر الدين","NA","NA","1737"
"رفائيل بطي","NA","NA","1739"
"رفائيل نخلة اليسوعي","NA","NA","1740"
"رفعتلو اسعد داغر","NA","NA","1741"
"رفعتلو رشيد غازي","NA","NA","1742"
"رفعتلو محمد","NA","NA","1743"
"رفعتلو محمد سليم الانسي","NA","NA","1744"
"رفلة جرجس","NA","NA","1745"
"رفله تاوضروس","NA","NA","1746"
"رفيق","NA","NA","1747"
"رفيق درون","NA","NA","1748"
"رندلف تشرشل","NA","NA","1750"
"روبرت وورد","NA","NA","1751"
"روجينا شكري","NA","NA","1752"
"روحي الخالدي","NA","NA","3650"
"روحي الخالدي المقدسي","NA","NA","1753"
"روزا انطون","NA","NA","1754"
"روزا حداد","NA","NA","1755"
"روفائيل بطي","NA","NA","4142"
"ريبرا","NA","NA","1756"
"ريشيلو","NA","NA","3652"
"رينلدس جرين","NA","NA","1757"
"رينه دورفو","NA","NA","1758"
"رينه موترد اليسوعي","NA","NA","1759"
"ز خ","NA","NA","1760"
"ز خ","NA","NA","102"
"زاكي مايرو","NA","NA","1761"
"زكريا ابراهيم استاذ الفلسفة","NA","NA","1762"
"زكريا بن يوحنا","NA","NA","3653"
"زكي الدين عبد العظيم بن عبد الواحد المشهور بابن ابي الاصبع","NA","NA","3654"
"زكي مغامز","NA","NA","3655"
"زكي جندي المساح","NA","NA","1764"
"زكي حاتم","NA","NA","1765"
"زكي م","NA","NA","1763"
"زكي مغامر","NA","NA","3656"
"زكي مغامز","NA","NA","3657"
"زكي نوفل","NA","NA","1766"
"زهاوي جميل صدقي","NA","NA","1767"
"زهير بن ابي سلمى","NA","NA","1768"
"زيد الخير","NA","NA","1769"
"زيدان","NA","NA","4206"
"زين الدين","NA","NA","1770"
"زينب فواز","NA","NA","1771"
"س ت اليسوعي","NA","NA","1773"
"س حيدر","NA","NA","1774"
"س د","NA","NA","1775"
"س ز","NA","NA","1776"
"س س ي","NA","NA","1777"
"س ص","NA","NA","1778"
"س ع","NA","NA","1779"
"س. ع.","NA","NA","1780"
"سائح","NA","NA","1781"
"سائح بصير","NA","NA","3659"
"سائح محب للمنار","NA","NA","3660"
"سائح ناصح","NA","NA","3661"
"سابس","NA","NA","1782"
"سارة برنار","NA","NA","1784"
"سارة خير الله","NA","NA","1785"
"ساطع","NA","NA","3662"
"سامي يواكيم الراسي","NA","NA","3663"
"سامي الراسي","NA","NA","1787"
"سامي الفاروقي","NA","NA","3664"
"سامي قصيري","NA","NA","1788"
"سامي يواكيم الراسي","NA","NA","1789"
"سامي يواكيم رافي","NA","NA","1790"
"سان جوليان لوبوفر","NA","NA","3665"
"سايروس هملن","NA","NA","1791"
"سبيردون ابي الروس","NA","NA","1792"
"ستارلنج","NA","NA","1793"
"سدني سمث","NA","NA","1794"
"سدهندرا بوس الهندي","NA","NA","1795"
"سرويبان","NA","NA","1796"
"سري زاده محمد","NA","NA","1797"
"سعادة","NA","NA","4143"
"سعد بن وقاص","NA","NA","3666"
"سعد زغلول","NA","NA","3667"
"سعد محمد رحيم","NA","NA","1798"
"سعيد","NA","NA","103"
"سعيد ابو جمرة","NA","NA","1799"
"سعيد ابي جرا","NA","NA","1800"
"سعيد الباني","NA","NA","3668"
"سعيد الخوري الشرنوني","NA","NA","1801"
"سعيد شمدين","NA","NA","3669"
"سعيد بن اوس الانصاري","NA","NA","1802"
"سعيد زهور","NA","NA","3670"
"سعيد عقل","NA","NA","4144"
"سعيد عقل الداموري","NA","NA","4145"
"سعيد كمال الدين","NA","NA","1804"
"سفيان بن عبينة","NA","NA","104"
"سقراط","NA","NA","4289"
"سقراط سبيرو","NA","NA","1805"
"سلامة موسى","NA","NA","4215"
"سلامة نحاس","NA","NA","1806"
"ابن علي بن ذياب","NA","NA","4254"
"سلفستر دي ساسي","NA","NA","3672"
"سلمان","NA","NA","1807"
"سلمان عنبر","NA","NA","4146"
"سلمان داود","NA","NA","1808"
"سلوم مكرزل","NA","NA","105"
"سليم","NA","NA","1824"
"سليم ابي جمرة","NA","NA","1810"
"سليم ابي رزق","NA","NA","1811"
"سليم اصفر","NA","NA","1812"
"سليم الباهو","NA","NA","1815"
"سليم البشري","NA","NA","1817"
"سليم الجلخ","NA","NA","1818"
"سليم الخوري","NA","NA","1819"
"سليم الدحداح","NA","NA","1820"
"سليم العقاد","NA","NA","4147"
"سليم الموصلي","NA","NA","1821"
"سليم ايوب التحوي","NA","NA","1813"
"سليم ايوب النحومي","NA","NA","1814"
"سليم بشاره","NA","NA","1822"
"سليم جريديني","NA","NA","1823"
"سليم خليل نقاش","NA","NA","4149"
"سليم دياب","NA","NA","1825"
"سليم سعيد","NA","NA","1827"
"سليم شقير","NA","NA","1828"
"سليم شمعون","NA","NA","1829"
"سليم صيدح ب ع","NA","NA","1830"
"سليم عبد الاحد","NA","NA","1831"
"سليم عنجوري","NA","NA","1832"
"سليم عواد","NA","NA","1833"
"سليم قصاب حسن","NA","NA","106"
"سليم م","NA","NA","1809"
"سليم مكاريوس","NA","NA","1835"
"سليم موصلي ب ع","NA","NA","1836"
"سليم ميخائيل شحادة","NA","NA","1837"
"سليم نصر الله داغر","NA","NA","1838"
"سليمان","NA","NA","1839"
"سليمان بن بدور","NA","NA","4150"
"سليمان مصوبع","NA","NA","1842"
"سليمان ابو عز الدين","NA","NA","1840"
"سليمان احمد","NA","NA","1841"
"سليمان الجادوي","NA","NA","3675"
"سليمان","NA","NA","1843"
"سليمان العبد","NA","NA","1846"
"سليمان","NA","NA","3676"
"سليمان صليبا","NA","NA","1844"
"سليمان صولة","NA","NA","1847"
"سليمان عياد","NA","NA","1848"
"سليمان غانم اليسوعي","NA","NA","1849"
"سليمان فياض","NA","NA","1851"
"سليمان كرم","NA","NA","1852"
"سمعان بطرس اللادقاني","NA","NA","1854"
"سمعان بطرس نجار","NA","NA","1855"
"سمير المعالي مدحت","NA","NA","1856"
"سنيك","NA","NA","3677"
"سيادة اثناسيوس عطا الله","NA","NA","4151"
"كامل","NA","NA","3678"
"صدر الدين","NA","NA","1857"
"حسن صدر الدين","NA","NA","3679"
"فرج","NA","NA","3680"
"محسن الامين","NA","NA","107"
"سيدي البشير صفر","NA","NA","3681"
"سيدي","NA","NA","108"
"سيدي محمد الاصرم","NA","NA","3682"
"سيف الدين اليمني","NA","NA","1858"
"سيلفيو بلليكو","NA","NA","3683"
"سيمون فلكسر","NA","NA","1859"
"سينيك","NA","NA","3684"
"ش","NA","NA","3685"
"ش ا","NA","NA","3686"
"ش د","NA","NA","1861"
"ش دمشق","NA","NA","1862"
"ش ف","NA","NA","1863"
"ش م","NA","NA","1864"
"ش ن","NA","NA","1865"
"شاتو بريان","NA","NA","1866"
"شارل ابيلا اليسوعي","NA","NA","1868"
"شارل اوزياس","NA","NA","1867"
"شارل ايادي الرمدي","NA","NA","1869"
"شارل ديلون","NA","NA","3687"
"شارل ريشه النسيولوجي","NA","NA","1870"
"شارل شونجانس اليسوعي","NA","NA","1871"
"شارل لاتورنو","NA","NA","1872"
"شارل لبيلا اليسوعي","NA","NA","1873"
"شارل لوسان اليسوعي","NA","NA","1874"
"شارل نيرون اليسوعي","NA","NA","1875"
