"name","id.viaf","id.wiki","id.oape"
"غرانت","NA","NA","2102"
"غرس الدين الظاهري","NA","NA","3819"
"غريغوريوس العبري","NA","NA","2103"
"غستون دوكوسو","NA","NA","2104"
"غصن الحاوي","NA","NA","2105"
"غلادستون الشهير","NA","NA","2106"
"غلاستون الكيماوي","NA","NA","2107"
"غلبرت مري","NA","NA","2108"
"غليوم بودي","NA","NA","129"
"غوديل","NA","NA","2109"
"غوستاف شلومبرجر","NA","NA","2110"
"غوليوس","NA","NA","3820"
"غيلان","NA","NA","2112"
"ف","NA","NA","3821"
"ف فارجابيد","NA","NA","131"
"ف كرنكو","NA","NA","3822"
"ف نصار","NA","NA","2114"
"فؤاد حنتس","NA","NA","4162"
"فؤاد خير الله","NA","NA","2115"
"فؤاد سليم","NA","NA","2118"
"فؤاد صروف","NA","NA","2119"
"فائز السمعاني","NA","NA","2120"
"فارس نجم","NA","NA","4163"
"فارس النجار","NA","NA","3823"
"فاضل الجمل","NA","NA","3824"
"فافيار اسقف باكين","NA","NA","2121"
"فان ديك","NA","NA","2122"
"فتاة عامل","NA","NA","2123"
"فتح الله جاويش","NA","NA","2124"
"فدا حسين","NA","NA","2125"
"فرار سلاتين","NA","NA","2126"
"فرانك ثلي","NA","NA","2127"
"فرج الله زكي الكردي","NA","NA","3825"
"فرخو","NA","NA","2128"
"فرداجي","NA","NA","2129"
"فردرك لي","NA","NA","2130"
"فردريك بوفيه اليسوعي","NA","NA","2131"
"فردريك دي بلبناي اليسوعي","NA","NA","2132"
"فرنسوا تورنبيز اليسوعي","NA","NA","2133"
"فرنسيس الاول","NA","NA","3826"
"فرنسيس تورنبيز اليسوعي","NA","NA","2134"
"فرنسيس شرمو اليسوعي","NA","NA","2136"
"فرنسيس غلنون","NA","NA","2137"
"فرنكلند","NA","NA","2138"
"فرياقوس مخنوق","NA","NA","2139"
"فريتاغ","NA","NA","3827"
"فريد","NA","NA","3828"
"فريد نهرا","NA","NA","2140"
"فريديانو جيانيني","NA","NA","2141"
"فريمن الاميركي","NA","NA","2142"
"فسباسين","96539514","Q1419","2874"
"فسقفوس جرجس شلحت","NA","NA","2143"
"فضل القصار","NA","NA","3831"
"فضل الله الحوراني","NA","NA","2144"
"فضل الله عربلي","NA","NA","2145"
"فضل الله عوض عربيلي","NA","NA","2146"
"فضلو منصور كمال","NA","NA","2147"
"فكتور دي كوبيه اليسوعي","NA","NA","2148"
"فكتور شميل","NA","NA","2149"
"فكتور فون","NA","NA","2150"
"فلابر","NA","NA","2152"
"فلابيانوس","NA","NA","2153"
"فلاير","NA","NA","2154"
"فلتر","NA","NA","3832"
"فلكس برمون","NA","NA","2155"
"فلندرس بثري","NA","NA","2156"
"فلندرس يترس","NA","NA","2157"
"فلوران لافلي","NA","NA","2158"
"فلوريان لافلي اليسوعي","NA","NA","2159"
"فليب","NA","NA","3833"
"فليكس رينول","NA","NA","2160"
"فليمون فيتالي","NA","NA","2161"
"فمبيري","NA","NA","2162"
"فهيم نجار","NA","NA","2163"
"فوارس","NA","NA","2164"
"فوزان بن سابق","NA","NA","2165"
"فولتير","NA","NA","3834"
"فون كنيبل","NA","NA","3835"
"فياض","NA","NA","2166"
"فيتليوس","NA","NA","3836"
"فيطرسون","NA","NA","3837"
"فيكتورين ساردو","NA","NA","2168"
"فيلكس فارس","NA","NA","4164"
"فيليب اغسطس","NA","NA","3839"
"فيليب الجميل","NA","NA","2170"
"فيليب اوغسطس","NA","NA","3840"
"فيليب بركات","NA","NA","2171"
"فيليب حتى","NA","NA","2172"
"فيليب دي طرازي","NA","NA","2173"
"فيليب م ايليا","NA","NA","2169"
"فيليب مخلوف","NA","NA","2174"
"فيليب يوسف تيان","NA","NA","4165"
"فينيكس رينيول","NA","NA","2175"
"ق ا ح","NA","NA","2176"
"ق ن","NA","NA","2177"
"قاسم امين","NA","NA","2178"
"قاسم حرز الله النابلسي","NA","NA","3841"
"قاسم هلالي","NA","NA","2179"
"قام من الشعراء محمود سامي","NA","NA","3845"
"قدرية حسين","NA","NA","2180"
"قرياقوس مختوق","NA","NA","2181"
"قزميركسي","NA","NA","3846"
"قسطندي نوفل","NA","NA","2183"
"قسطنطين الباشا","NA","NA","2184"
"قسطنطين الباشا ب م","NA","NA","2185"
"قسطنطين مفروماتيس","NA","NA","2186"
"قسطنطين نوفل","NA","NA","2187"
"قسطنطين يني","NA","NA","4166"
"قصيرة صياغ","NA","NA","3848"
"قورييه","NA","NA","133"
"قيصر ابيلا","NA","NA","2188"
"قيط و بن يعمر الايادي","NA","NA","3849"
"ك ايرل","NA","NA","134"
"ك ن","NA","NA","2189"
"كاتب تركي كبير","NA","NA","3850"
"كاتب جبلي","NA","NA","3851"
"كاتب فاضل","NA","NA","2190"
"كاتب من البحرين","NA","NA","3852"
"كاتب من تونس","NA","NA","3853"
"كاتب من قنديه","NA","NA","3854"
"كارل فوغث","NA","NA","2191"
"كارلوس الثاني عشر","NA","NA","3855"
"كارمن سلقا","NA","NA","2192"
"كارمن سيلفيا","NA","NA","2193"
"كارنيجي","NA","NA","3856"
"كاظم الدجبلي","NA","NA","2194"
"كامل دياب","NA","NA","3857"
"كامل","NA","NA","3858"
"كامل سليمان الخوري","NA","NA","2195"
"كامل سليمان عيسى","NA","NA","2196"
"كامل مباشر","NA","NA","2197"
"كانتاني","NA","NA","2198"
"كرايج","NA","NA","2199"
"كربنتر النيسيولوجي","NA","NA","2200"
"كردينال رمبلا","NA","NA","2201"
"كردينال مري دلفال","NA","NA","2202"
"كرسلاند","NA","NA","2203"
"كرلو نلينو","NA","NA","2204"
"كرم محمد عطا الله","NA","NA","2205"
"كرننون بلتون الاميركي","NA","NA","2206"
"كرنيليوس فان ديك","NA","NA","2207"
"كرومر","NA","NA","2208"
"كريستيان سنوك هرغرنج","NA","NA","3859"
"كريم ثابت","NA","NA","2210"
"كسافيار نوبار اليسوعي","NA","NA","2211"
"كسلان","NA","NA","2212"
"كفى","NA","NA","3860"
"كلاوديوس مجاسون","NA","NA","2213"
"كلرنس فشر","NA","NA","2214"
"كلوت","NA","NA","3861"
"كليانتس فيلبينس","NA","NA","2215"
"كليمنتين خياط","NA","NA","2216"
"كلين","NA","NA","2217"
"كمال الدين ابي الفضل جعفر بن تعلب الادفوي","NA","NA","3863"
"كمال الدين المرغناني","NA","NA","3864"
"كمال امين","NA","NA","3862"
"كميل بن زياد","NA","NA","3865"
"كميل بن زياد النخعي","NA","NA","3866"
"كنج","NA","NA","2218"
"كندامين اليسوعي","NA","NA","2219"
"كنن دويل","NA","NA","2220"
"كهل الملاخين","NA","NA","2221"
"كهولنا","NA","NA","3867"
"كوجك سعيد","NA","NA","3868"
"كوخ","NA","NA","2222"
"كوزين","NA","NA","3869"
"كوكب اميركا","NA","NA","2223"
"كولريج","24599809","Q82409","2866"
"كولن منكريف","NA","NA","2224"
"كومانوس","NA","NA","2225"
"كونيغ","NA","NA","2226"
"كيت شامبرز سبلي","NA","NA","2227"
"كيرقور الارمني","NA","NA","3870"
"كيرلس شارون","NA","NA","2228"
"كيرلس طاناس","NA","NA","2229"
"كيشاردن","NA","NA","3871"
"كيك","NA","NA","2230"
"ل رغ اليسوعي","NA","NA","2231"
"ل م","NA","NA","2232"
"ل ي","NA","NA","2233"
"لاتليري","NA","NA","2238"
"لاحد الاباء اليسوعيين","NA","NA","2234"
"لاحد الادباء","NA","NA","2235"
"لاحد المهتمين بهذا العلم","NA","NA","2236"
"لاحد فضلاء المسلمين في سنغافورة","NA","NA","3872"
"لاحد فضلاء دمشق","NA","NA","2237"
"لادسلاس استفانسكي","NA","NA","2239"
"لاروشفوكولد","NA","NA","3878"
"لاكامي الفرنساوي","NA","NA","2240"
"لامارتين","NA","NA","3879"
"لامام ابن فورك الاصبهاني","NA","NA","3875"
"لامام ابي حاتم محمد بن حيان البستي","NA","NA","3874"
"لامام علاء الدين ابي بكر بن مسعود الكاساني الحنفي","NA","NA","3876"
"لامنس","NA","NA","3226"
"لانج الانكليزي","NA","NA","2241"
"لاون الثالث عشر","NA","NA","2242"
"لبان زيتون","NA","NA","2243"
"لبيب البتنوني","NA","NA","3880"
"لبيب بردويل","NA","NA","2244"
"لبيب ماضي","NA","NA","2245"
"لبيبة ماضي","NA","NA","2246"
"لبيبة هاشم","NA","NA","2247"
"لبين","NA","NA","2248"
"لخوري منصور طنوس الحتوني","NA","NA","3881"
"لدكتور امين دم","NA","NA","3883"
"لدكتور ايوب ثابت","NA","NA","3884"
"لرازي","NA","NA","3885"
"لسهروردي","NA","NA","3886"
"لسيد عبد الرزاق النطاسي","NA","NA","3887"
"لسيد علاء الدين علي الملقب بعلوان الحسيني الحموي","NA","NA","3888"
"لشيخ الامام محمد بن احمد بن ابي احمد علاء الدين السمرقندي","NA","NA","3889"
"لشيخ الخضر بن الحسن","NA","NA","3890"
"لشيخ عبد الرزاق البيطار الدمشقي","NA","NA","3891"
"لشيخ عبد العزيز البداح الكويتي","NA","NA","3892"
"لشيخ عبد الواسع يحيى الواسعي","NA","NA","136"
"لشيخ عطا الكسم","NA","NA","3893"
"لشيخ محمد امين العمري","NA","NA","3894"
"لصفدي","NA","NA","3896"
"لطف الله لطفي","NA","NA","2249"
"لطفي","NA","NA","2250"
"لطفي فكري","NA","NA","3897"
"لطوسي","NA","NA","3898"
"لكندي","NA","NA","3899"
"للعالم العالم ع ز","NA","NA","3900"
"لماوردي","NA","NA","3901"
"لمسيو كاموسي","NA","NA","3903"
"لنجموير الاميركي","NA","NA","2251"
"لنولدكه","NA","NA","3904"
"له تلو","NA","NA","2252"
"لوانهوك","NA","NA","3905"
"لوسن","NA","NA","137"
"لوسيان لوروا","NA","NA","2253"
"لوقا","NA","NA","3907"
"لوك","NA","NA","138"
"لويد جورج","NA","NA","2254"
"لويز الثالث عشر","NA","NA","3908"
"لويزا","NA","NA","2255"
"لويس الرابع عشر","NA","NA","3909"
"لويس الكرملي","NA","NA","3227"
"لويس شيخو اليسوعي","NA","NA","3910"
"لويس ماسنيون","NA","NA","3911"
"ليبولدو يني","NA","NA","2256"
"ليزابت فري","NA","NA","3912"
"ليفنكستون اليسوعي","NA","NA","2257"
"ليون تولستوي","NA","NA","3913"
"م","NA","NA","3914"
"م ا ا ن","NA","NA","140"
"م ا س","NA","NA","2259"
"م ب","NA","NA","2260"
"م ت ص","NA","NA","2261"
"م ح","NA","NA","2262"
"م ح ن","NA","NA","2263"
"م خ","NA","NA","2264"
"م ز","NA","NA","3915"
"م س","NA","NA","2265"
"م ع","NA","NA","2266"
"م ع ج","NA","NA","2267"
"م لطفي","NA","NA","4167"
"م م","NA","NA","3916"
"م ن","NA","NA","2268"
"م ي","NA","NA","2269"
"م ي","NA","NA","141"
"مؤرخ","NA","NA","2270"
"مؤرخ عثماني","NA","NA","3918"
"مؤيد الدولة ابو المظفر اسامة بن مرشد الكناني الشيزري","NA","NA","3919"
"مار اسطفان الدويهي","NA","NA","2271"
"مارات","NA","NA","3920"
"ماراليا الثالث الحديثي","NA","NA","2272"
"مارك اوريل","102895066","Q1430","2875"
"مارون الرشماني","NA","NA","2274"
"مارون غصن","NA","NA","2273"
"مارون غصن","NA","NA","2275"
"ماري جوزف الكرملي البغدادي","NA","NA","2276"
"ماري دلفال","NA","NA","2277"
"ماريا","NA","NA","2278"
"ماسبرو","NA","NA","2279"
"ماك جيل","NA","NA","2280"
"ماكس نوردو","NA","NA","2281"
"ماكيافيل","NA","NA","3921"
"مالتوس","71154","Q13526","142"
"مالك بن انس","NA","NA","143"
"مامور مفرزة ميدي","NA","NA","3917"
"مبارك الرشماوي","NA","NA","2282"
"مبارك صقر الدوار","NA","NA","2283"
"متري سيث قندلفت","NA","NA","2284"
"متري قندلفت","NA","NA","2285"
"متشنيكوف","NA","NA","2286"
"متى","NA","NA","3922"
"مثل بن ناصر الحلي","NA","NA","2287"
"مثير رحيحة","NA","NA","2288"
"مجد الدين ابي عبد الله بن شرف الدين حمزة","NA","NA","3923"
"مجلة المقتبس","NA","NA","3924"
"محب الدين الخطيب","NA","NA","3925"
"محب الدين الخطيب","NA","NA","2289"
"محبوب الشرتوني","NA","NA","4168"
"محسن","NA","NA","2294"
"محسن الامين","NA","NA","2291"
"محلم فليحان","NA","NA","2295"
"محمد","NA","NA","144"
"محمد بن ابو القاسم محمد الحفناوي","NA","NA","4170"
"محمد بن مصطفى الخوجة","NA","NA","4171"
"محمد الخالد جلبي الحمصي","NA","NA","3927"
"محمد السامي المغربي","NA","NA","3928"
"محمد السباعي","NA","NA","3929"
"محمد الصادق حسين","NA","NA","145"
"محمد ربيع","NA","NA","3930"
"محمد رحيم الطرابلسي","NA","NA","3931"
"محمد رشدي","NA","NA","3932"
"محمد كرد الدمشقي","NA","NA","3933"
"محمد هاشم","NA","NA","3935"
"محمد ابو السعود مراد","NA","NA","146"
"محمد ابو الفضل","NA","NA","2296"
"محمد ابو الهدى الامامي","NA","NA","2297"
"محمد ابو زيد","NA","NA","2298"
"محمد ابو شادي","NA","NA","3926"
"محمد ابو عز الدين","NA","NA","2299"
"محمد احمد المهدي","NA","NA","2300"
"محمد اسعاف النشاشيبي","NA","NA","2302"
"محمد الهاشمي","NA","NA","4210"
"محمد حيدر","NA","NA","4266"
"محمد الاصرم","NA","NA","3939"
"محمد الباقر","NA","NA","4231"
"محمد البشير النيفر","NA","NA","2305"
"محمد البشير ظافر الازهري","NA","NA","3940"
"محمد الخضر بن الحسين","NA","NA","3941"
"محمد الخضر حسين","NA","NA","2306"
"محمد الخضري","NA","NA","2307"
"محمد الدسوقي الطيب","NA","NA","2309"
"محمد الدسوقي طبيب","NA","NA","2308"
"محمد السباعي","NA","NA","4169"
"محمد السهيل","NA","NA","2310"
"محمد الشاذلي بن فرحات","NA","NA","2311"
"محمد الطاهر الحلي","NA","NA","3947"
"محمد طاهر السماوي","NA","NA","2324"
"محمد القلماوي","NA","NA","2312"
"محمد المكي بن عزوز","NA","NA","2313"
"محمد المهدي","NA","NA","2314"
"محمد المويلحي","NA","NA","2315"
"محمد الهادي بيرم","NA","NA","2316"
"محمد الهاشمي حمزة","NA","NA","2318"
"محمد الهرادي","NA","NA","2319"
"محمد امام العبد","NA","NA","2303"
"محمد امين الصوفي","NA","NA","3936"
"محمد امين صوفي السكري","NA","NA","3937"
"محمد امين جمال الدين","NA","NA","2301"
"محمد انشاء الله","NA","NA","2304"
"محمد باقر الشيبي","NA","NA","3942"
"محمد بخيت","NA","NA","2320"
"محمد بخيت المطيعي","NA","NA","2321"
"محمد بدر الدين الحلبي","100375003","NA","2860"
"محمد بدر","NA","NA","3943"
"محمد رشدي","NA","NA","3944"
"محمد بن ابراهيم الخليل","NA","NA","2322"
"محمد بن ابي شحاذ الضبي","NA","NA","3945"
"محمد بن احمد بن ابي احمد ابو بكر علاء الدين السمرقندي","NA","NA","3946"
"محمد بن الخضر","NA","NA","147"
"محمد بن الخضر","NA","NA","2323"
"محمد بن بدر الدين النعساني","NA","NA","4239"
"محمد بن حسين بيرم","NA","NA","2325"
"محمد بن زياد الاعرابي","NA","NA","2326"
"محمد بن سالم الكلالي","NA","NA","2327"
"محمد بن سلام","NA","NA","3948"
"محمد بن صالح","NA","NA","2328"
"محمد بن عبد العظيم المكي الحنفي المقدسي","NA","NA","3949"
"محمد بن عبد الله بن عبد المطلب القرشي العربي بين المسلمين","NA","NA","148"
"محمد بن علي الادريسي","NA","NA","3950"
"محمد بن محمد المبارك","NA","NA","149"
"محمد بن هاشم بن طاهر","NA","NA","2329"
"محمد بن يحيى حميد الدين","NA","NA","2330"
"محمد بهجة البيطار","NA","NA","2331"
"محمد بيرم","NA","NA","3951"
"محمد بيرم التونسي","NA","NA","2332"
"محمد توفيق جانا","NA","NA","3952"
"محمد توفيق اباظة","NA","NA","2333"
"محمد توفيق البكري","NA","NA","2334"
"محمد توفيق علي","NA","NA","2335"
"محمد تيمور","NA","NA","2336"
"محمد جمل","NA","NA","4172"
"محمد جميل بيهم","NA","NA","2337"
"محمد جوده الدمياطي","NA","NA","2338"
"محمد حافظ","NA","NA","2339"
"محمد حبيب","NA","NA","2340"
"محمد حسن ابو المحاسن","NA","NA","2342"
"محمد حسن طبيب","NA","NA","2341"
"محمد حسن نائل المرصفي","NA","NA","2343"
"محمد حسني العامري","NA","NA","2344"
"محمد حسين كاشف","NA","NA","2345"
"محمد حسين نصيف","NA","NA","2346"
"محمد حسين هيكل","NA","NA","2347"
"محمد حمدي النشار","NA","NA","2348"
"محمد خالد","NA","NA","2349"
"محمد خضر بن الحسين","NA","NA","2350"
"محمد خير الدين التونسي","NA","NA","3953"
"محمد خير الطباع","NA","NA","2351"
"محمد درويش","NA","NA","2352"
"محمد رؤوف","NA","NA","3954"
"محمد راغب","NA","NA","2353"
"محمد راغب السادات","NA","NA","3955"
"محمد راغب الطباخ","NA","NA","2354"
"محمد رشاد","NA","NA","2355"
"محمد رشدي الحكيم","NA","NA","150"
"محمد رشدي باحث","NA","NA","2356"
"محمد رشدي طبيب","NA","NA","2357"
"محمد رشيد الدنا","NA","NA","4173"
"محمد رشيد الصفار","NA","NA","4174"
"محمد رضا","NA","NA","3956"
"محمد رضا الزين","NA","NA","2359"
"محمد رضا الشبيهي","NA","NA","151"
"محمد رفعت","NA","NA","2361"
"محمد رفيق","NA","NA","2362"
"محمد روحي الخالدي المقدسي","NA","NA","3958"
"محمد زكي شافعي","NA","NA","2364"
"محمد سامي البارودي","NA","NA","2365"
"محمد سعدي","NA","NA","3959"
"محمد سعيد","NA","NA","2366"
"محمد سعيد النجفي العراقي","NA","NA","2367"
"محمد سعيد اياس","NA","NA","152"
"محمد سعيد حبوبه النجفي","NA","NA","2368"
"محمد سليم","NA","NA","2369"
"محمد سليم ابو الخير","NA","NA","2370"
"محمد سليم المسلمي","NA","NA","2371"
"محمد سليمان","NA","NA","2372"
"محمد شاكر ياسين","NA","NA","3960"
"محمد شرف","NA","NA","3961"
"محمد شريف","NA","NA","2373"
"محمد شريف وصفي","NA","NA","2374"
"محمد شكري","NA","NA","2375"
"محمد صادق الاعرجي","NA","NA","4175"
"محمد صدقي","NA","NA","2376"
"محمد طاهر","NA","NA","2378"
"محمد طاهر التنير","NA","NA","3962"
"محمد طاهر التنير","NA","NA","3963"
"محمد عارف المحملجي","NA","NA","3964"
"محمد عاكف","NA","NA","2379"
"محمد عاكف","NA","NA","3965"
"محمد عبد الحميد (الطبيب)","NA","NA","2380"
"محمد عبد الحميد حكيم","NA","NA","2381"
"محمد عبد الحي اللكنوي الهندي","NA","NA","3966"
"محمد عبد الرحمن السخاوي","NA","NA","2382"
"محمد عبد الرسول كشميري","NA","NA","2383"
"محمد عبد العزيز عفيفي","NA","NA","2384"
"محمد عبد القادر المغربي","NA","NA","2385"
"محمد عبد المطلب","NA","NA","2386"
"محمد عجوبي","NA","NA","2387"
"محمد عزت دروزة","NA","NA","155"
"محمد عشماوي","NA","NA","2388"
"محمد علوي","NA","NA","2389"
"محمد علي","NA","NA","2390"
"محمد علي","NA","NA","2392"
"محمد علي المحايري","NA","NA","156"
"محمد علي حشيشو","NA","NA","3967"
"محمد علي ابو زيد","NA","NA","2391"
"محمد علي الحسيني","NA","NA","2393"
"محمد علي توفيق","NA","NA","2394"
"محمد عمر الطيبي","NA","NA","3969"
"محمد عمر نجا","NA","NA","157"
"محمد عمر افند نجا","NA","NA","3968"
"محمد فؤاد","NA","NA","2396"
"محمد فؤاد الشهابي","NA","NA","2397"
"محمد فاضل","NA","NA","2399"
"محمد فاضل الجمالي","NA","NA","2400"
"محمد فريد","NA","NA","2401"
"محمد فهمي","NA","NA","2403"
"محمد فهمي الغزي","NA","NA","158"
"محمد كاظم الخراساني","NA","NA","2405"
"محمد لطفي حداد","NA","NA","2407"
"محمد مصباح الحوت","NA","NA","2408"
"محمد مصطفى","NA","NA","2409"
"محمد نجيب الحلبي","NA","NA","3973"
"محمد نجيب الغرابلي","NA","NA","3974"
"محمد نجيب حفار","NA","NA","3975"
"محمد نجيب كيوان","NA","NA","3976"
"محمد هادي","NA","NA","3977"
"محمد هاشم بن طاهر","NA","NA","3978"
"محمود شابندر","NA","NA","3979"
"محمود ابراهيم","NA","NA","2410"
"محمود الالوسي الحسيني","NA","NA","2411"
"محمود الثاني","NA","NA","3315"
"محمود الحضري","NA","NA","2413"
"محمود الحمزاوي","NA","NA","2414"
"محمود الشاعر","NA","NA","2415"
"محمود الفلكي الافخم","NA","NA","2416"
"محمود زكي","NA","NA","3981"
"محمود سالم","NA","NA","3982"
"محمود تيمور","NA","NA","2417"
"محمود خيرت","NA","NA","2418"
"محمود رمزي نظيم","NA","NA","3983"
"محمود زهدي","NA","NA","2419"
"محمود سالم","NA","NA","2420"
"محمود سالم","NA","NA","2421"
"محمود سامي","NA","NA","2422"
"محمود سامي البارودي","NA","NA","2423"
"محمود شرف","NA","NA","2424"
"محمود شوكت","NA","NA","3984"
"محمود صالح","NA","NA","2425"
"محمود فخري","NA","NA","2426"
"محمود فهمي","NA","NA","2427"
"محمود مصطفى الدمياطي","NA","NA","2428"
"محمود مظهر","NA","NA","2429"
"محمود ناجي","NA","NA","2430"
"محمود ناجي وصادق","NA","NA","3985"
"محمود نجم الدين","NA","NA","2431"
"محمود نديم","NA","NA","3986"
"محمود نظيف","NA","NA","2432"
"محمود واصف","NA","NA","2433"
"محي الدين الدمشقي السلطي","NA","NA","3987"
"محيي الدين البيروتي","NA","NA","3989"
"محيي الدين بن عربي الاندلسي","NA","NA","3990"
"محيي الدين رضا","NA","NA","2434"
"مخايل حايك","NA","NA","2850"
"مخبر","NA","NA","2436"
"مختار","NA","NA","2437"
"مختار","NA","NA","3991"
"مدام دي ستال","NA","NA","2837"
"مدام رولان","NA","NA","3992"
"مدام يعقوب صروف","NA","NA","2438"
"مديصن نيلر","NA","NA","2439"
"مراد ابي نادر","NA","NA","2440"
"مراد البارودي","NA","NA","2441"
"مراد بارودي","NA","NA","2442"
"مراد بارودي الصيدلاني ب ع","NA","NA","2443"
"مراد بارودي ب ع","NA","NA","2444"
"مرج","NA","NA","2446"
"مرسال شوسا اليسوعي","NA","NA","2447"
"مرسي محمود","NA","NA","3993"
"مرغليوث","NA","NA","2448"
"مرقس","NA","NA","2449"
"مرقس بربيه اليسوعي","NA","NA","2450"
"مرقص حنا","NA","NA","2451"
"مروان","NA","NA","3994"
"مريم زكا","NA","NA","2845"
"مريم مكاريوس","NA","NA","2452"
"مساعد اليافي","NA","NA","4177"
"مسبرو","NA","NA","2453"
"مستر اشبي","NA","NA","2454"
"مستر جون روبرتسون","NA","NA","3995"
"مسترمان","NA","NA","3996"
"مستفيد","NA","NA","2455"
"مستهل","NA","NA","2456"
"مسعود سماحة","NA","NA","4178"
"مسلم بغدادي","NA","NA","2457"
"مسلم غيور","NA","NA","3997"
"مسيحة الياس","NA","NA","2458"
"مصرية","NA","NA","2459"
"مصطفى البابي","NA","NA","4000"
"مصطفى صادق الرافعي","NA","NA","4001"
"مصطفى الدمياطي","NA","NA","4179"
"مصطفى رشيد العثماني","NA","NA","4227"
"مصطفى صادق الرفاعي","NA","NA","4002"
"مصطفى صبري","NA","NA","4003"
"مصطفى طاهر بالقباري","NA","NA","2464"
"مصطفى محمد","NA","NA","2465"
"مصطفى محمد الحسيني","NA","NA","2466"
"مصطفى مورو","NA","NA","2467"
"مصطفى نظيف","NA","NA","2468"
"مصطفى واصف","NA","NA","4180"
"مظفر الدين شاه","NA","NA","4271"
"مظهر الكاتب","NA","NA","4004"
"مظهر عثمان","NA","NA","4234"
"معاني","NA","NA","4005"
"معاوية بن ابي سفيان","NA","NA","4006"
"معاوية بن ابي فيان","NA","NA","4007"
"معربة عن مقال للاستاذ كلر الامريكي","NA","NA","2469"
"معروف","NA","NA","4181"
"معروف الكرخي","NA","NA","4306"
"مفيد محمد","NA","NA","2470"
"مقال منقول عن ولنر سمث","NA","NA","2471"
"مقال منقول عن مجلة المجلات الانكليزية","NA","NA","2472"
"مكس ملر","NA","NA","2473"
"مكسيم جوركي","NA","NA","2474"
"مكن ملر","NA","NA","2475"
"ملا جامي","NA","NA","4008"
"ملانكتون","NA","NA","4009"
"ملتون","NA","NA","159"
"ملحم خليل عبده","NA","NA","2476"
"ملحم فليحان","NA","NA","2477"
"ملخصة عن مجلة المجلات الانكليزية","NA","NA","2478"
"ملخصة من مجلة العلم العام الاميركية","NA","NA","2479"
"ملكم مكلريث","NA","NA","2480"
"ملكيور دي فوكيه","NA","NA","2481"
"ملن شيتهام","NA","NA","2482"
"من مقالات العروة الوثقى","NA","NA","4013"
"منتفقي","NA","NA","2483"
"منتهى مطر","NA","NA","2484"
"منصور السوداء","NA","NA","2485"
"منصور جرداق","NA","NA","2486"
"منصور حنا جرادق","NA","NA","2487"
"منصور مسعود حبيش","NA","NA","2488"
"منير عسيران","NA","NA","2539"
"مهذب الدين بن منير الطرابلسي","NA","NA","4014"
"مهنا زعرب","NA","NA","2540"
"مورانت","NA","NA","4015"
"موريس اجام","NA","NA","4016"
"موريس شان اليسوعي","NA","NA","2541"
"موسى بيكييف","NA","NA","160"
"موسى جار الله الروسي","NA","NA","4017"
"موسى جار الله الروسي","NA","NA","2542"
"موسى حنا ناصر","NA","NA","2543"
"موسى صيدح","NA","NA","2544"
"موسى عبد الله القزاني","NA","NA","4018"
"موسى كاظم","NA","NA","4019"
"موسى يوسف","NA","NA","2545"
"موسيو رينيه ميليه","NA","NA","4020"
"موسيو ليبولدو يني","NA","NA","2546"
"موسيو واميري","NA","NA","2547"
"موصلي","NA","NA","2548"
"موفق الدين ابي العباس احمد بن القاسم بن خليفة بن يونس الخزرجي المعروف بابن ابي اصيبعة","NA","NA","4021"
"مولانا الاعظم","NA","NA","4240"
"مولوي عبد الرحمن","NA","NA","4022"
"مومسن","NA","NA","4023"
"مونثه","NA","NA","4024"
"مونكربف","NA","NA","2549"
"ميخائيل بن جرجس","NA","NA","4183"
"ميخائيل الصقال","NA","NA","4025"
"ميخائيل موسى الوف","NA","NA","2550"
"ميخائيل ابراهيم","NA","NA","2552"
"ميخائيل عبد السيد","NA","NA","4182"
"ميخائيل الوف","NA","NA","2551"
"ميخائيل تاميزيه اليسوعي","NA","NA","2553"
"ميخائيل جوليان اليسوعي","NA","NA","2554"
"ميخائيل حويس الماروني","NA","NA","2555"
"ميخائيل رستم","NA","NA","2556"
"ميخائيل فرح","NA","NA","2557"
"ميخائيل فوستر","NA","NA","2558"
"ميخائيل ماربا","NA","NA","2559"
"ميخائيل ماريا","NA","NA","2560"
"ميخائيل موسى الوف","NA","NA","2561"
"ميخائيل مونان","NA","NA","4026"
"ميخائيل هويت","NA","NA","2562"
"عبد المحمد ايراني","NA","NA","2563"
"فضل الله الايراني","NA","NA","2564"
"فضل الله البيهقي","NA","NA","2565"
"ميشال الياس سماحة","NA","NA","2566"
"ميشال بيطار","NA","NA","2567"
"ميشال جوليان اليسوعي","NA","NA","2568"
"ميشال زيدان","NA","NA","2569"
"ميشال شبلي","NA","NA","2570"
"ميشال يوسف بيطار","NA","NA","2571"
"ميشيل","NA","NA","2572"
"ميشيل بيطار","NA","NA","4027"
"ميشيل ايوب","NA","NA","2573"
"ميشيل بيطار","NA","NA","4028"
"ميشيل سمعان","NA","NA","2574"
"ميم","NA","NA","2575"
"مين دي بيران","NA","NA","4029"
"ن ب","NA","NA","2576"
"ن ح","NA","NA","2577"
"ن ش","NA","NA","2578"
"ن هـ د","NA","NA","2579"
"ن. الفويكي","NA","NA","4030"
"نابليون","NA","NA","4031"
"نابليون الاول","NA","NA","4307"
"نابليون ماريني","NA","NA","2580"
"نابوليون","NA","NA","4032"
"ناشد سيفين","NA","NA","2581"
"ناصر العاملي","NA","NA","2582"
"ناظم","NA","NA","4034"
"نامق كمال","NA","NA","4035"
